"id","lastVisitTime","title","typedCount","url","visitCount"
"701","7/16/2016 12:17:22 PM","My Search History from Google Goggles™ - Chrome Web Store","0","https://chrome.google.com/webstore/detail/my-search-history-from-go/fcmfljfnkeabadoecagflopgaekiedha?hl=en","1"
"700","7/16/2016 12:14:54 PM","","0","https://chrome.google.com/webstore/detail/export-historybookmarks-t/dcoegfodcnjofhjfbhegcgjgapeichlf/related?hl=en","1"
"699","7/16/2016 12:14:08 PM","Export History/Bookmarks to JSON/XLS* - Chrome Web Store","0","https://chrome.google.com/webstore/detail/export-historybookmarks-t/dcoegfodcnjofhjfbhegcgjgapeichlf?hl=en","1"
"698","7/16/2016 12:14:01 PM","","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=export%20chrome%20history%20to%20excel","1"
"45","7/16/2016 12:13:38 PM","Google","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8","11"
"697","7/16/2016 10:02:40 AM","SQL Commands","0","http://127.0.0.1:8080/apex/f?p=4500:1003:1115726853914529::NO:1003::","1"
"694","7/16/2016 9:57:31 AM","Oracle","0","http://127.0.0.1:8080/apex/f?p=4500:1000:1115726853914529","2"
"695","7/16/2016 9:57:29 AM","SQL","0","http://127.0.0.1:8080/apex/f?p=4500:3002:1115726853914529::NO:::","2"
"696","7/16/2016 9:57:24 AM","SQL Commands","0","http://127.0.0.1:8080/apex/f?p=4500:1003:1115726853914529::NO:::","1"
"692","7/16/2016 9:49:18 AM","Application Express Login","0","http://127.0.0.1:8080/apex/f?p=4550:11:2992813573209512::NO:::","1"
"687","7/14/2016 1:05:56 PM","Unit 1","0","https://drive.google.com/folderview?id=0B11yAqbe4LL9b0Vsdk5PTnFrMUE&usp=sharing&tid=0B11yAqbe4LL9dUlJYmFpRWZYYmM","2"
"688","7/14/2016 1:05:49 PM","Codes for Unit - 1","0","https://drive.google.com/folderview?id=0B11yAqbe4LL9SGVvVUNKUzQ2elU&usp=sharing&tid=0B11yAqbe4LL9dUlJYmFpRWZYYmM","1"
"686","7/14/2016 1:04:42 PM","OS_SHRIRAM_MATERIALS","0","https://drive.google.com/folderview?id=0B11yAqbe4LL9dUlJYmFpRWZYYmM&usp=sharing","1"
"684","7/14/2016 1:03:48 PM","5th Sem Books","0","https://drive.google.com/folderview?id=0BxDKEWp1C8j5cllwTHhlSU5tZlk&usp=drive_web","2"
"685","7/14/2016 11:29:54 AM","DBMS","0","https://drive.google.com/folderview?id=0BxDKEWp1C8j5WjdwNTd2V1VRT3c&usp=drive_web&tid=0BxDKEWp1C8j5cllwTHhlSU5tZlk","1"
"683","6/16/2016 5:45:00 AM","logout","0","https://www.irctc.co.in/eticketing/logout?out","1"
"682","6/16/2016 5:39:30 AM","","0","https://www.irctc.co.in/eticketing/printTicket.jsf?pnr=8348392824^B^12-Jul-2016^0","1"
"681","6/16/2016 5:38:11 AM","Booking Confirmation","0","https://www.irctc.co.in/eticketing/BankResponse","1"
"680","6/16/2016 5:38:00 AM","HDFC Verified By Visa Payer Authentication Results","0","https://netsafe.hdfcbank.com/ACSWeb/jsp/MerchantPost.jsp?MD=6054127071161680","1"
"678","6/16/2016 5:37:42 AM","Processing..","0","https://netsafe.hdfcbank.com/ACSWeb/com.enstage.entransact.servers.AccessControlServerSSL?perform=USER_AUTH&CANCEL=false","1"
"677","6/16/2016 5:37:30 AM","Verified By Visa - Payer Authentication","0","https://netsafe.hdfcbank.com/ACSWeb/jsp/PayerAuth.jsp","1"
"676","6/16/2016 5:37:22 AM","Select Any Option","0","https://netsafe.hdfcbank.com/ACSWeb/jsp/payerAuthOptions.jsp;jsessionid=x-CQNM5rsXeHfYQr5+IRV3Cc.node1?transType=payerAuth","1"
"674","6/16/2016 5:37:03 AM","Book Ticket - Passengers Information","0","https://www.irctc.co.in/eticketing/journeySummary.jsf?cid=1","2"
"673","6/16/2016 5:35:59 AM","Book Ticket - Journey Summary","0","https://www.irctc.co.in/eticketing/jpInput.jsf?cid=1","2"
"672","6/16/2016 5:31:53 AM","Book Ticket - Passengers Information","0","https://www.irctc.co.in/eticketing/trainbetweenstns.jsf","1"
"546","6/16/2016 5:29:20 AM","Journey Planner","0","https://www.irctc.co.in/eticketing/mainpage.jsf","2"
"545","6/16/2016 5:27:51 AM","E-Ticketing","0","https://www.irctc.co.in/eticketing/home","2"
"544","6/16/2016 5:25:56 AM","IRCTC Next Generation eTicketing System","0","https://www.irctc.co.in/eticketing/loginHome.jsf","3"
"671","6/16/2016 5:25:40 AM","irctc - Google Search","0","https://www.google.co.in/search?q=irctc&oq=irc&aqs=chrome.1.69i57j0l5.4779j0j8&sourceid=chrome&ie=UTF-8","1"
"667","6/12/2016 12:14:18 PM","State Bank of India","0","https://www.onlinesbi.com/prelogin/institutiontypedisplay.htm","2"
"670","6/12/2016 12:14:00 PM","State Bank of India","0","https://www.onlinesbi.com/prelogin/suvidhaparamdisplay.htm","2"
"669","6/12/2016 12:13:55 PM","https://www.onlinesbi.com/prelogin/displayfeepaymentdetails.htm is not available","0","https://www.onlinesbi.com/prelogin/displayfeepaymentdetails.htm","2"
"668","6/12/2016 12:12:54 PM","https://www.onlinesbi.com/prelogin/displayinstitutions.htm is not available","0","https://www.onlinesbi.com/prelogin/displayinstitutions.htm","2"
"666","6/12/2016 12:08:48 PM","State Bank Collect","0","https://www.onlinesbi.com/prelogin/icollecthome.htm","1"
"665","6/12/2016 12:08:32 PM","","0","https://www.onlinesbi.com/prelogin/donationdisplayfeepaymentdetails.htm","1"
"664","6/12/2016 12:08:15 PM","State Bank Collect","0","https://www.onlinesbi.com/prelogin/icollecthome.htm?corpID=635413","1"
"658","6/7/2016 3:49:14 PM","||Shri Saibaba Sansthan Trust,Shirdi||SAI BABA","0","https://www.shrisaibabasansthan.org/INDEX.HTML","4"
"657","6/7/2016 3:49:12 PM","SHRI SAIBABA SANSTHAN TRUST,SHIRDI","0","https://www.shrisaibabasansthan.org/","4"
"662","6/7/2016 3:49:07 PM","Google","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=shiridi","2"
"663","6/7/2016 3:47:21 PM","","0","https://www.google.co.in/url?sa=f&rct=j&url=https://www.shrisaibabasansthan.org/&q=&esrc=s&ei=i-xWV5WLKYjtvAS_taSoCg&usg=AFQjCNE8-J4Ni2rc3Lmb5tKFfYVb1YF9Eg","1"
"661","6/7/2016 3:47:14 PM","","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=shirodi","1"
"660","5/26/2016 3:40:32 PM","Sai Sansthan","0","https://online.sai.org.in/homePage.do?parameter=displayMessage","1"
"656","5/26/2016 3:37:25 PM","","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=shirdi%20aarti%20bookings","1"
"194","5/26/2016 7:07:26 AM","McAfee LiveSafe","0","http://promos.mcafee.com/offer.aspx?id=1007132&culture=EN-IN&cid=170421&s_tnt=56848%3a4%3a0","4"
"193","5/26/2016 7:07:23 AM","Antivirus Software and Internet Security For Your PC | McAfee","0","http://home.mcafee.com/root/campaign.aspx?cid=170421&s_tnt=56848:4:0","4"
"655","5/26/2016 7:07:11 AM","McAfee LiveSafe","0","http://promos.mcafee.com/offer.aspx?id=861889&cid=127820&affid=1067-1&Version=14.0&webexpiry=true&term=73&termtype=2&pkg_id=430&lcode=EN-AU&trial=1&hardware_id=15fb256277616b19257f07804e575ec7&build_id=1&subscription_length=30D&upt=0&culture=en-AU&ee=0&lang=en-au&lcid=3081&langid=32&rcode=WSS140R8&resellerid=1357&OCEnable=1&chassistype=9&EulaState=1&EulaDt=20160213&ocsku=1067-19-48699&LaunchPoint=8&cui=4731257ab3cb4b219183caf83a8e3eeb-a1281c91891c&clicksrc=buyrebootalert&rnwsrc=mra&expdt=20160314&xexpdt=20160612&segid=11&segtyid=1&alertId=IDB6B4D2B4_202C_4591_8FB6_66A0A3990487&sessionId=03672F6840671E0461C0B9C3065732C0868300","1"
"654","5/26/2016 7:07:06 AM","Antivirus Software and Internet Security For Your PC | McAfee","0","http://home.mcafee.com/root/campaign.aspx?cid=127820&affid=1067-1&Version=14.0&webexpiry=true&term=73&termtype=2&pkg_id=430&lcode=EN-AU&trial=1&hardware_id=15fb256277616b19257f07804e575ec7&build_id=1&subscription_length=30D&upt=0&culture=en-AU&ee=0&lang=en-au&lcid=3081&langid=32&rcode=WSS140R8&resellerid=1357&OCEnable=1&chassistype=9&EulaState=1&EulaDt=20160213&ocsku=1067-19-48699&LaunchPoint=8&cui=4731257ab3cb4b219183caf83a8e3eeb-a1281c91891c&clicksrc=buyrebootalert&rnwsrc=mra&expdt=20160314&xexpdt=20160612&segid=11&segtyid=1&alertId=IDB6B4D2B4_202C_4591_8FB6_66A0A3990487&sessionId=03672F6840671E0461C0B9C3065732C0868300","1"
