"id","lastVisitTime","title","typedCount","url","visitCount"
"1860","7/16/2016 12:28:56 PM","","0","https://chrome.google.com/webstore/detail/export-historybookmarks-t/dcoegfodcnjofhjfbhegcgjgapeichlf/related?hl=en","1"
"1859","7/16/2016 12:28:37 PM","Export History/Bookmarks to JSON/XLS* - Chrome Web Store","0","https://chrome.google.com/webstore/detail/export-historybookmarks-t/dcoegfodcnjofhjfbhegcgjgapeichlf?hl=en","1"
"1858","7/16/2016 12:28:34 PM","","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=crome%20history%20to%20xls","1"
"8","7/16/2016 12:28:18 PM","Google","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8","71"
"1857","7/16/2016 12:28:12 PM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=XiiKV4ruPKbT8gfIr7foBQ&gws_rd=ssl","1"
"1855","7/16/2016 12:07:10 PM","","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=npp%20installer","1"
"1854","7/16/2016 12:06:43 PM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=ViOKV4TpNqjT8geOvamQDg&gws_rd=ssl","1"
"1852","7/16/2016 11:49:54 AM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=ZR-KV6mXK7TT8geqzLeoBQ&gws_rd=ssl","1"
"1850","7/16/2016 10:03:49 AM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=iAaKV8mwHbTT8geqzLeoBQ&gws_rd=ssl","1"
"1847","7/16/2016 2:16:05 AM","what is interrupt in computers - Google Search","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=what%20is%20polling%20in%20computers","2"
"1848","7/16/2016 1:52:49 AM","what is interrupt in computers - Google Search","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#safe=active&q=what+is+interrupt+in+computers","1"
"1846","7/16/2016 1:50:59 AM","","0","http://read.pudn.com/downloads9/sourcecode/embed/32524/ddPolIntr_3.f.pdf","1"
"1845","7/16/2016 1:50:47 AM","","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=how%20priority%20interrupt%20system%20is%20different%20from%20polling","1"
"1844","7/16/2016 1:44:46 AM","","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#safe=active&q=kernel+in+computer","1"
"1843","7/16/2016 1:44:31 AM","kernel in computer - Google Search","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=kernel","1"
"1842","7/16/2016 1:42:21 AM","Computer Operating System","0","http://www.tutorialspoint.com//computer_fundamentals/computer_operating_system.htm","1"
"588","7/16/2016 1:42:09 AM","Tutorials for SAP C4C, SAP Dashboard, SAP PI, ExpressJS, Design Thinking, Internet Security, PyGTK, Apache Drill, Excel Charts, Elastic Search, Computer Security, Extreme Programming, Behavior Driven Development, Conversion Rate Optimization, SAP Basis, Business Law, Kanban, Erlang, SAP Payroll, ASP.Net WP, PouchDB, MFC, SAP HR, Yii, Clojure, Aurelia, CoffeeScript, CPanel, Laravel, SAP Webi, MS SQL Server, pinterest, Indian Polity, Teradata, Windows10","2","http://www.tutorialspoint.com/","32"
"591","7/16/2016 1:42:01 AM","SAP Tutorials","0","http://www.tutorialspoint.com/sap_tutorials.htm","4"
"1841","7/16/2016 1:41:17 AM","SAP HANA Tutorial","0","http://www.tutorialspoint.com/sap_hana/index.htm","1"
"1840","7/16/2016 1:40:30 AM","","0","https://www.google.co.in/?gfe_rd=cr&ei=RJCJV6HvIcqL8QfQtqnQBQ&gws_rd=ssl#safe=active&q=tutorials+point","1"
"1839","7/16/2016 1:39:36 AM","Some new features for your Google Account","0","https://accounts.google.com/signin/newfeatures?cbflow=promo-10-en","1"
"1837","7/16/2016 1:39:14 AM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=RJCJV6HvIcqL8QfQtqnQBQ&gws_rd=ssl","1"
"1835","7/15/2016 4:03:26 PM","Google","0","https://www.google.co.in/webhp?source=search_app&gfe_rd=cr&ei=UQmJV4DWJurV8wfZ-7DYCw&gws_rd=ssl","1"
"1832","7/15/2016 1:46:44 PM","My Drive - Google Drive","0","https://drive.google.com/drive/my-drive","1"
"1829","7/15/2016 1:46:30 PM","","0","https://drive.google.com/?utm_source=en&utm_medium=button&utm_campaign=web&utm_content=gotodrive&usp=gtd&ltmpl=drive&authuser=0#","1"
"1828","7/15/2016 1:46:29 PM","Redirecting...","0","https://drive.google.com/?utm_source=en&utm_medium=button&utm_campaign=web&utm_content=gotodrive&usp=gtd&ltmpl=drive&auth=hQM1nQIKd1tG1dZ0aXQJiuPa-r0keYdnwM04E6l_IGVEgrkQ14QJb0TK_Hw9qygciVNT6g.&authuser=0","1"
"1140","7/15/2016 1:46:29 PM","Redirecting...","0","https://accounts.google.com/signin/challenge/sl/password","5"
"1824","7/15/2016 1:46:04 PM","Meet Google Drive – One place for all your files","0","https://accounts.google.com/ServiceLogin?service=wise&passive=true&continue=http%3A%2F%2Fdrive.google.com%2F%3Futm_source%3Den%26utm_medium%3Dbutton%26utm_campaign%3Dweb%26utm_content%3Dgotodrive%26usp%3Dgtd%26ltmpl%3Ddrive&urp=https%3A%2F%2Fwww.google.co.in%2F","1"
"1823","7/15/2016 1:45:53 PM","Google Drive - Cloud Storage & File Backup for Photos, Docs & More","0","https://www.google.com/drive/","1"
"1822","7/15/2016 1:45:51 PM","","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=google%20drive","1"
"1821","7/15/2016 1:25:02 PM","","0","https://www.facebook.com/ravinder.gundoju","1"
"1818","7/15/2016 1:24:39 PM","Download Python | Python.org","0","https://www.python.org/downloads/","2"
"1819","7/15/2016 1:23:50 PM","Python Release Python 3.5.2 | Python.org","0","https://www.python.org/downloads/release/python-352/","1"
"1817","7/15/2016 1:21:57 PM","Welcome to Python.org","0","https://www.python.org/","1"
"1815","7/15/2016 1:21:32 PM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=X-OIV8_VOM-L8Qe42K3YCQ&gws_rd=ssl","1"
"1813","7/15/2016 1:18:42 PM","WebCrawler - Wikipedia, the free encyclopedia","0","https://en.wikipedia.org/wiki/WebCrawler","1"
"1812","7/15/2016 1:18:08 PM","web crawler - Google శోధన","0","https://www.google.co.in/search?q=web+crawler&rlz=1C1GKLA_enIN693IN694&oq=web+crawler&aqs=chrome..69i57.5185j0j4&sourceid=chrome&ie=UTF-8","1"
"1811","7/15/2016 1:17:22 PM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=YuKIV9vOBc6L8Qfxyp_gBw&gws_rd=ssl","1"
"1809","7/15/2016 1:04:26 PM","Agile Data Science - Download eBook PDF - GeekBooks - Free Tech PDF eBook Library","0","https://www.geekbooks.me/book/view/agile-data-science","1"
"1807","7/15/2016 1:04:17 PM","","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=agile%20data%20science%20by%20russell%20jurney%20pdf","1"
"1806","7/15/2016 1:03:51 PM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=ON-IV5uvObPT8gfepo54&gws_rd=ssl","1"
"1803","7/10/2016 5:25:06 AM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=_NqBV7jdNPKq8wezmqHIBw&gws_rd=ssl#safe=active&q=www.verifast.in","2"
"1804","7/10/2016 5:22:01 AM","VERIFAST: Passport Verification Cell","0","http://verifast.in/","2"
"1805","7/10/2016 5:21:32 AM","Verifast-View Applicant Dispatch","0","http://verifast.in/viewDispatchDetailsOfApplicant.jsp","1"
"1802","7/10/2016 5:19:57 AM","Google","0","https://www.google.co.in/?gfe_rd=cr&ei=_NqBV7jdNPKq8wezmqHIBw&gws_rd=ssl","1"
"1800","7/9/2016 4:04:27 PM","Harry Potter and the Chamber of Secrets YIFY subtitles - details","0","http://www.yifysubtitles.com/subtitles/harry-potter-and-the-chamber-of-secrets-english-yify-573","1"
"1799","7/9/2016 4:04:08 PM","Harry Potter and the Chamber of Secrets YIFY subtitles","0","http://www.yifysubtitles.com/movie-imdb/tt0295297","1"
"1798","7/9/2016 4:04:05 PM","harry potter chamber of secrets subtitles - Google Search","0","https://www.google.co.in/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#safe=active&q=harry+potter+chamber+of+secrets+subtitles","1"

