"id","lastVisitTime","title","typedCount","url","visitCount"
"10062","7/18/2016 1:45:53 PM","","0","https://chrome.google.com/webstore/detail/export-historybookmarks-t/dcoegfodcnjofhjfbhegcgjgapeichlf/related?hl=en","1"
"10061","7/18/2016 1:44:08 PM","Export History/Bookmarks to JSON/XLS* - Chrome Web Store","0","https://chrome.google.com/webstore/detail/export-historybookmarks-t/dcoegfodcnjofhjfbhegcgjgapeichlf?hl=en","1"
"10060","7/18/2016 1:42:52 PM","","0","https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=chrome%20history%20to%20xls","1"
"1079","7/18/2016 1:41:35 PM","Google","0","https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8","424"
"370","7/17/2016 12:44:14 PM","Inbox (235) - nirultimateliving@gmail.com - Gmail","0","https://mail.google.com/mail/u/0/#inbox","338"
"10059","7/17/2016 11:11:11 AM","Batman vs Sherlock Holmes. Epic Rap Battles of History Season 2. - YouTube","0","https://www.youtube.com/watch?v=17CLlZuiBkQ","1"
"10058","7/17/2016 11:11:11 AM","Hitler vs Vader 3. Epic Rap Battles of History Season 3. - YouTube","0","https://www.youtube.com/watch?v=BpqNvskS_kM","2"
"10057","7/17/2016 11:10:59 AM","Hitler vs Vader 2. Epic Rap Battles of History Season 2. - YouTube","0","https://www.youtube.com/watch?v=CeLrlmV9A-s","2"
"10053","7/17/2016 11:07:26 AM","Barack Obama vs Mitt Romney. Epic Rap Battles Of History Season 2. - YouTube","0","https://www.youtube.com/watch?v=dX_1B0w7Hzc","2"
"10056","7/17/2016 11:07:19 AM","","0","https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=mitt%20romney","1"
"10055","7/17/2016 11:03:26 AM","Einstein vs Stephen Hawking -Epic Rap Battles of History #7 - YouTube","0","https://www.youtube.com/watch?v=zn7-fVtT16k","2"
"10054","7/17/2016 11:03:15 AM","","0","https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=epic%20rap%20battles%20stephen%20hawking","1"
"10052","7/17/2016 11:02:38 AM","best epic rap battles of history - YouTube","0","https://www.youtube.com/results?search_query=best+epic+rap+battles+of+history","2"
"10045","7/17/2016 11:01:50 AM","J. R. R. Tolkien vs George R. R. Martin. Epic Rap Battles of History. Season 5 - YouTube","0","https://www.youtube.com/watch?v=XAAp_luluo0","2"
"10051","7/17/2016 10:52:05 AM","India vs Pakistan Cricket Rap Battle || Shudh Desi Raps - YouTube","0","https://www.youtube.com/watch?v=S4yfD4wsIxQ","2"
"10050","7/17/2016 10:51:58 AM","","0","https://www.youtube.com/watch?v=eeiqDRXp29E","1"
"10048","7/17/2016 10:51:58 AM","Narendra Modi Vs Barack Obama Rap Battle | Shudh Desi Raps - YouTube","0","https://www.youtube.com/watch?v=bEdxA9K_-iw","3"
