"id","lastVisitTime","title","typedCount","url","visitCount"
"427","7/4/2017 6:08:04 PM","Numerical Python | Release notes for Numerical Python at SourceForge.net",0,"https://sourceforge.net/projects/numpy/files//NumPy/1.5.0/NOTES.txt/view",1
"430","7/4/2017 6:09:33 PM","Numerical Python - Browse /NumPy at SourceForge.net",0,"https://sourceforge.net/projects/numpy/files/NumPy/",1
"429","7/4/2017 6:09:36 PM","Numerical Python - Browse Files at SourceForge.net",0,"https://sourceforge.net/projects/numpy/files/",2
"431","7/4/2017 6:09:40 PM","Download Statistics: NumPy",0,"https://sourceforge.net/projects/numpy/files/NumPy/stats/timeline",1
"432","7/4/2017 6:09:59 PM","python - ImportError: No module named 'numpy' - Stack Overflow",0,"https://stackoverflow.com/questions/38415459/importerror-no-module-named-numpy",1
"434","7/4/2017 6:10:18 PM","Installing Packages — Python Packaging User Guide",0,"https://packaging.python.org/tutorials/installing-packages/",1
"435","7/4/2017 6:10:54 PM","python - Import Error: no module named numpy (numpy already installed) - Stack Overflow",0,"https://stackoverflow.com/questions/42190527/import-error-no-module-named-numpy-numpy-already-installed",1
"424","7/4/2017 6:11:01 PM","ImportError: No module named numpy - Google Search",0,"https://www.google.co.in/search?q=ImportError%3A+No+module+named+numpy&oq=ImportError%3A+No+module+named+numpy&aqs=chrome..69i57j69i58.1046j0j7&sourceid=chrome&ie=UTF-8",4
"425","7/4/2017 6:11:04 PM","python - Import Error: No module named numpy - Stack Overflow",0,"https://stackoverflow.com/questions/7818811/import-error-no-module-named-numpy",3
"436","7/4/2017 7:02:47 PM","AutoKPE and MultimodelKPE - Continuation Graph - sachinprabhu199@gmail.com - Gmail",0,"https://mail.google.com/mail/u/0/#sent/15cc59ce89ce3af0",1
"438","7/4/2017 7:03:01 PM","Google Accounts",0,"https://accounts.youtube.com/accounts/Logout2?hl=en&service=mail&ilo=1&ils=s.youtube%2Cdoritos%2Co.mail.google.com%2Co.notifications.google.com%2Cs.IN&ilc=0&continue=https%3A%2F%2Fmail.google.com%2Fmail&zx=-1715399618",1
"455","7/4/2017 7:05:50 PM","Extracted values - ramaganapathy2222@gmail.com - Gmail",0,"https://mail.google.com/mail/u/0/#sent/15ceed133bfd7aa5",5
"460","7/4/2017 7:05:59 PM","",0,"https://www.google.com/accounts/Logout2?hl=en&service=mail&ilo=1&ils=o.mail.google.com%2Co.notifications.google.com%2Cs.IN&ilc=1&continue=https%3A%2F%2Fmail.google.com%2Fmail&zx=-1763895710",1
"461","7/4/2017 7:05:59 PM","",0,"http://www.google.co.in/accounts/Logout2?hl=en&service=mail&ilo=1&ils=s.IN&ilc=2&continue=https%3A%2F%2Fmail.google.com%2Fmail&zx=-1008013479",1
"462","7/4/2017 7:22:22 PM","",0,"https://accounts.google.com/signin/v2/sl/pwd?service=mail&passive=true&rm=false&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&ss=1&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1&flowName=GlifWebSignIn&flowEntry=AddSession&cid=0&navigationDirection=forward",1
"481","7/10/2017 6:27:05 PM","to see - sachinprabhu199@gmail.com - Gmail",0,"https://mail.google.com/mail/u/0/#inbox/15d12e5b9a9d3247",1
"484","7/10/2017 6:28:00 PM","Download « Docear",0,"http://www.docear.org/software/download/",1
"480","7/10/2017 6:28:26 PM","Docear dataset download - sachinprabhu199@gmail.com - Gmail",0,"https://mail.google.com/mail/u/0/#sent/15d18d234d9b76f0",2
"413","7/10/2017 6:29:34 PM","Sent Mail - sachinprabhu199@gmail.com - Gmail",0,"https://mail.google.com/mail/u/0/#sent",7
"485","7/10/2017 6:29:36 PM","to see - sachinprabhu199@gmail.com - Gmail",0,"https://mail.google.com/mail/u/0/#sent/15d12e5b9a9d3247",1
"489","7/10/2017 6:29:57 PM","Research paper recommender system evaluation",0,"http://dl.acm.org/citation.cfm?id=2532512",1
"491","7/10/2017 6:30:04 PM","",0,"http://delivery.acm.org/10.1145/2470000/2467701/p153-sugiyama.pdf?ip=14.139.187.130&id=2467701&acc=ACTIVE%20SERVICE&key=045416EF4DDA69D9%2E8DD97CC74180EE26%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&CFID=958644276&CFTOKEN=69279727&__acm__=1499691850_7d01b62c8fa798625285b274c2774ab9",1
"479","7/10/2017 7:34:28 PM","Docear dataset download - sachinprabhu199@gmail.com - Gmail",0,"https://mail.google.com/mail/u/0/#inbox/15d18d234d9b76f0",2
"498","7/10/2017 7:36:16 PM","Dropbox - docear-datasets-mindmaps.rar",0,"https://www.dropbox.com/s/0jcxcti2twgqy8t/docear-datasets-mindmaps.rar",1
"500","7/10/2017 7:36:32 PM","Dropbox - docear-papers.part01.rar",0,"https://www.dropbox.com/s/oozqgqkhhsec590/docear-papers.part01.rar",1
"501","7/10/2017 7:38:45 PM","Data & Knowledge Engineering - Data and Knowledge Engineering Group",0,"http://www.findke.ovgu.de/",1
"494","7/10/2017 7:39:51 PM","Dropbox - docear-datasets-recommendations.rar",0,"https://www.dropbox.com/s/p3q2fxjqbkarm43/docear-datasets-recommendations.rar",2
"496","7/10/2017 7:40:05 PM","Dropbox - docear-datasets-users.rar",0,"https://www.dropbox.com/s/zmxh4gv5tohzc9k/docear-datasets-users.rar",2
"504","7/12/2017 6:17:00 PM","datasets for scholarly papers - Google Scholar",0,"https://scholar.google.co.in/scholar?q=datasets+for+scholarly+papers&hl=en&as_sdt=0&as_vis=1&oi=scholart&sa=X&ved=0ahUKEwj1w7bg4YPVAhVLLY8KHYb3BLkQgQMINTAA",2
"505","7/12/2017 6:17:02 PM","",0,"https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwj1w7bg4YPVAhVLLY8KHYb3BLkQFgg8MAA&url=http%3A%2F%2Fwww.comp.nus.edu.sg%2F~sugiyama%2FSchPaperRecData.html&usg=AFQjCNGRj2wYikKat4A4MLvA-xwD17S0nA",1
"507","7/12/2017 6:17:03 PM","Datasets for Analysis & Download | data.world",0,"https://data.world/?utm_source=google&utm_medium=cpc&utm_campaign=IN-Dataset&utm_term=datasets&utm_content=194298215885",1
"511","7/12/2017 6:34:48 PM","Dataset 2 for Scholarly Paper Recommendation",0,"http://www.comp.nus.edu.sg/~sugiyama/Dataset2.html",1
"512","7/12/2017 6:49:21 PM","datasets for scholarly papers - Google Scholar",0,"https://scholar.google.co.in/scholar?start=10&q=datasets+for+scholarly+papers&hl=en&as_sdt=0,5&as_vis=1",1
"513","7/12/2017 6:50:02 PM","datasets for scholarly paper recommendations - Google Scholar",0,"https://scholar.google.co.in/scholar?q=datasets+for+scholarly+paper+recommendations&btnG=&hl=en&as_sdt=0%2C5&as_vis=1&oq=datasets+for+scholarly+paper+recomm",2
"487","7/12/2017 6:50:05 PM","Exploiting potential citation papers in scholarly paper recommendation",0,"http://dl.acm.org/citation.cfm?id=2467701",3
"515","7/12/2017 6:50:49 PM","datasets for scholarly paper recommenders - Google Scholar",0,"https://scholar.google.co.in/scholar?q=datasets+for+scholarly+paper+recommenders&btnG=&hl=en&as_sdt=0%2C5&as_vis=1",1
"516","7/12/2017 6:51:00 PM","Dataset-driven research for improving recommender systems for learning",0,"http://dl.acm.org/citation.cfm?id=2090122",1
"517","7/12/2017 6:51:35 PM","A comparative analysis of offline and online evaluations and discussion of res",0,"http://dl.acm.org/citation.cfm?id=2532511",1
